id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance,snapshot_day_rel,snapshot_day_abs,time_to_deadline_days,label_late,snapshot_id
10000,16488,Unknown,655611.0,Homework,1.0,76.0,76.0,0.7307692307692307,1.0,0,M,0-35,N,-0.9572337962962963,0.0,5.0,0.0,0.4,0.5477225575051661,-3,73.0,3.0,0,5354
10000,16488,Unknown,655611.0,Homework,1.0,76.0,76.0,0.7307692307692307,1.0,0,M,0-35,N,-0.9572337962962963,0.0,5.0,0.0,0.4,0.5477225575051661,0,76.0,0.0,0,10703
10000,18659,Unknown,668028.0,Quiz,20.0,79.0,79.0,0.79,5.0,0,M,0-35,N,-0.0025983796296296,0.0,4.0,0.0,34.0,36.00925806881706,-7,72.0,7.0,0,42
10000,18659,Unknown,668028.0,Quiz,20.0,79.0,79.0,0.79,5.0,0,M,0-35,N,-0.0025983796296296,0.0,4.0,0.0,34.0,36.00925806881706,-3,76.0,3.0,0,5391
10000,18659,Unknown,668028.0,Quiz,20.0,79.0,79.0,0.79,5.0,0,M,0-35,N,-0.0025983796296296,0.0,4.0,0.0,34.0,36.00925806881706,0,79.0,0.0,0,10740
10000,16488,Unknown,673135.0,Homework,3.0,84.0,86.0,0.8076923076923077,0.0,1,M,0-35,N,-0.8174942129629629,0.0,6.0,0.0,0.5,0.5477225575051661,-7,77.0,7.0,1,6
10000,16488,Unknown,673135.0,Homework,3.0,84.0,86.0,0.8076923076923077,0.0,1,M,0-35,N,-0.8174942129629629,0.0,6.0,0.0,0.5,0.5477225575051661,-3,81.0,3.0,1,5355
10000,16488,Unknown,673135.0,Homework,3.0,84.0,86.0,0.8076923076923077,0.0,1,M,0-35,N,-0.8174942129629629,0.0,6.0,0.0,0.5,0.5477225575051661,0,84.0,0.0,1,10704
10000,17007,Unknown,673408.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,853.476610436508,0.0,14.0,0.0,1.0,0.0,-7,80.0,7.0,0,22
10000,17007,Unknown,673408.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,853.476610436508,0.0,14.0,0.0,1.0,0.0,-3,84.0,3.0,0,5371
10000,17007,Unknown,673408.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,853.476610436508,0.0,14.0,0.0,1.0,0.0,0,87.0,0.0,0,10720
10000,17007,Unknown,673410.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,906.7584488395064,0.0,15.0,0.0,1.0,0.0,-7,80.0,7.0,0,23
10000,17007,Unknown,673410.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,906.7584488395064,0.0,15.0,0.0,1.0,0.0,-3,84.0,3.0,0,5372
10000,17007,Unknown,673410.0,Homework,1.0,87.0,,0.8529411764705882,1.0,0,M,0-35,N,906.7584488395064,0.0,15.0,0.0,1.0,0.0,0,87.0,0.0,0,10721
