id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance,snapshot_day_rel,snapshot_day_abs,time_to_deadline_days,label_late,snapshot_id,teacher_prob
10000,18304,Unknown,591005.0,Homework,10.0,68.0,68.0,0.6732673267326733,0.0,0,M,0-35,N,-0.2938125,0.0,5.0,0.0,0.0,0.0,0,68.0,0.0,0,10731,0.3048621714115143
10000,18304,Unknown,591009.0,Homework,10.0,92.0,92.0,0.9108910891089108,0.0,0,M,0-35,N,-0.2527951388888889,0.0,6.0,0.0,0.0,0.0,-7,85.0,7.0,0,34,0.26975855231285095
10000,18304,Unknown,591009.0,Homework,10.0,92.0,92.0,0.9108910891089108,0.0,0,M,0-35,N,-0.2527951388888889,0.0,6.0,0.0,0.0,0.0,-3,89.0,3.0,0,5383,0.26455217599868774
10000,18304,Unknown,591009.0,Homework,10.0,92.0,92.0,0.9108910891089108,0.0,0,M,0-35,N,-0.2527951388888889,0.0,6.0,0.0,0.0,0.0,0,92.0,0.0,0,10732,0.26197516918182373
10000,18304,Unknown,591014.0,Homework,10.0,101.0,101.0,1.0,0.0,0,M,0-35,N,-0.1925565843621399,0.0,9.0,0.0,6.666666666666667,20.0,-7,94.0,7.0,0,37,0.324581503868103
10000,18304,Unknown,591014.0,Homework,10.0,101.0,101.0,1.0,0.0,0,M,0-35,N,-0.1925565843621399,0.0,9.0,0.0,6.666666666666667,20.0,-3,98.0,3.0,0,5386,0.32380151748657227
10000,18304,Unknown,591014.0,Homework,10.0,101.0,101.0,1.0,0.0,0,M,0-35,N,-0.1925565843621399,0.0,9.0,0.0,6.666666666666667,20.0,0,101.0,0.0,0,10735,0.32376956939697266
10000,18659,Unknown,591576.0,Quiz,20.0,37.0,37.0,0.37,16.0,0,M,0-35,N,-0.00625,0.0,1.0,0.0,17.0,0.0,-7,30.0,7.0,0,39,0.23812974989414215
10000,18659,Unknown,591576.0,Quiz,20.0,37.0,37.0,0.37,16.0,0,M,0-35,N,-0.00625,0.0,1.0,0.0,17.0,0.0,-3,34.0,3.0,0,5388,0.2390415370464325
10000,18659,Unknown,591576.0,Quiz,20.0,37.0,37.0,0.37,16.0,0,M,0-35,N,-0.00625,0.0,1.0,0.0,17.0,0.0,0,37.0,0.0,0,10737,0.25217166543006897
10000,16488,Unknown,593271.0,Homework,25.0,40.0,40.0,0.3846153846153846,0.0,0,M,0-35,N,-1.587403549382716,0.0,3.0,0.0,0.6666666666666666,0.5773502691896258,-7,33.0,7.0,0,3,0.18564672768115997
10000,16488,Unknown,593271.0,Homework,25.0,40.0,40.0,0.3846153846153846,0.0,0,M,0-35,N,-1.587403549382716,0.0,3.0,0.0,0.6666666666666666,0.5773502691896258,-3,37.0,3.0,0,5352,0.18951669335365295
10000,16488,Unknown,593271.0,Homework,25.0,40.0,40.0,0.3846153846153846,0.0,0,M,0-35,N,-1.587403549382716,0.0,3.0,0.0,0.6666666666666666,0.5773502691896258,0,40.0,0.0,0,10701,0.18883056938648224
10000,17007,Unknown,597079.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1069.275258333333,0.0,8.0,0.0,1.0,0.0,-7,35.0,7.0,0,16,0.982853889465332
10000,17007,Unknown,597079.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1069.275258333333,0.0,8.0,0.0,1.0,0.0,-3,39.0,3.0,0,5365,0.9829020500183105
10000,17007,Unknown,597079.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1069.275258333333,0.0,8.0,0.0,1.0,0.0,0,42.0,0.0,0,10714,0.982094943523407
10000,17007,Unknown,597082.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1139.1006947942387,0.0,9.0,0.0,1.0,0.0,-7,35.0,7.0,0,17,0.9828284382820129
10000,17007,Unknown,597082.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1139.1006947942387,0.0,9.0,0.0,1.0,0.0,-3,39.0,3.0,0,5366,0.9828738570213318
10000,17007,Unknown,597082.0,Homework,1.0,42.0,,0.4117647058823529,1.0,0,M,0-35,N,1139.1006947942387,0.0,9.0,0.0,1.0,0.0,0,42.0,0.0,0,10715,0.9820643663406372
10000,17007,Unknown,610313.0,Homework,1.0,48.0,48.0,0.4705882352941176,1.0,0,M,0-35,N,1194.961043962963,0.0,10.0,0.0,1.0,0.0,-7,41.0,7.0,0,18,0.9829214215278625
10000,17007,Unknown,610313.0,Homework,1.0,48.0,48.0,0.4705882352941176,1.0,0,M,0-35,N,1194.961043962963,0.0,10.0,0.0,1.0,0.0,-3,45.0,3.0,0,5367,0.9829642176628113
10000,17007,Unknown,610313.0,Homework,1.0,48.0,48.0,0.4705882352941176,1.0,0,M,0-35,N,1194.961043962963,0.0,10.0,0.0,1.0,0.0,0,48.0,0.0,0,10716,0.9821569919586182
10000,18659,Unknown,616870.0,Exam,100.0,51.0,51.0,0.51,88.0,0,M,0-35,N,-0.0041898148148148,0.0,2.0,0.0,16.5,0.7071067811865476,-7,44.0,7.0,0,40,0.16363497078418732
10000,18659,Unknown,616870.0,Exam,100.0,51.0,51.0,0.51,88.0,0,M,0-35,N,-0.0041898148148148,0.0,2.0,0.0,16.5,0.7071067811865476,-3,48.0,3.0,0,5389,0.1636379212141037
10000,18659,Unknown,616870.0,Exam,100.0,51.0,51.0,0.51,88.0,0,M,0-35,N,-0.0041898148148148,0.0,2.0,0.0,16.5,0.7071067811865476,0,51.0,0.0,0,10738,0.16271768510341644
10000,19899,Unknown,626041.0,Homework,1.0,290.0,290.0,0.8656716417910447,1.0,0,M,0-35,N,1143.0917145987655,0.0,3.0,0.0,0.0,0.0,-7,283.0,7.0,0,47,0.9971331357955933
10000,19899,Unknown,626041.0,Homework,1.0,290.0,290.0,0.8656716417910447,1.0,0,M,0-35,N,1143.0917145987655,0.0,3.0,0.0,0.0,0.0,-3,287.0,3.0,0,5396,0.9971852898597717
10000,19899,Unknown,626041.0,Homework,1.0,290.0,290.0,0.8656716417910447,1.0,0,M,0-35,N,1143.0917145987655,0.0,3.0,0.0,0.0,0.0,0,290.0,0.0,0,10745,0.9979325532913208
10000,19899,Unknown,632145.0,Homework,10.0,301.0,309.0,0.8985074626865671,0.0,1,M,0-35,N,857.3159647685186,0.0,4.0,0.0,0.25,0.5,-7,294.0,7.0,1,48,0.985287070274353
10000,19899,Unknown,632145.0,Homework,10.0,301.0,309.0,0.8985074626865671,0.0,1,M,0-35,N,857.3159647685186,0.0,4.0,0.0,0.25,0.5,-3,298.0,3.0,1,5397,0.9853437542915344
10000,19899,Unknown,632145.0,Homework,10.0,301.0,309.0,0.8985074626865671,0.0,1,M,0-35,N,857.3159647685186,0.0,4.0,0.0,0.25,0.5,0,301.0,0.0,1,10746,0.9846801161766052
10000,17007,Unknown,633638.0,Homework,1.0,63.0,63.0,0.6176470588235294,1.0,0,M,0-35,N,1086.298215471381,0.0,11.0,0.0,1.0,0.0,-7,56.0,7.0,0,19,0.9823926091194153
10000,17007,Unknown,633638.0,Homework,1.0,63.0,63.0,0.6176470588235294,1.0,0,M,0-35,N,1086.298215471381,0.0,11.0,0.0,1.0,0.0,-3,60.0,3.0,0,5368,0.9824488162994385
